SSID,Signal(dBm),Timestamp,Location,Scan_ID,Run
Wireless-LDAP,-88,2025-11-05 14:02:25,Stairs/RightEnd,18,3
OnyxWireless-Office,-88,2025-11-05 14:02:25,Stairs/RightEnd,18,3
DIRECT-96-HP M283 LaserJet,-88,2025-11-05 14:02:25,Stairs/RightEnd,18,3
Hsieh Lab,-88,2025-11-05 14:02:25,Stairs/RightEnd,18,3
Alan,-87,2025-11-05 14:02:25,Stairs/RightEnd,18,3
AEML_2.4G,-87,2025-11-05 14:02:25,Stairs/RightEnd,18,3
TR1020,-86,2025-11-05 14:02:25,Stairs/RightEnd,18,3
meg1029,-86,2025-11-05 14:02:25,Stairs/RightEnd,18,3
RB-309,-84,2025-11-05 14:02:25,Stairs/RightEnd,18,3
TR-1021,-84,2025-11-05 14:02:25,Stairs/RightEnd,18,3
Benben_IoT,-83,2025-11-05 14:02:25,Stairs/RightEnd,18,3
Benben_IoT,-69,2025-11-05 14:02:25,Stairs/RightEnd,18,3
Benben-5G,-83,2025-11-05 14:02:25,Stairs/RightEnd,18,3
ptt,-81,2025-11-05 14:02:25,Stairs/RightEnd,18,3
ptt,-80,2025-11-05 14:02:25,Stairs/RightEnd,18,3
å§å¦å§å¦å°é­ä»,-80,2025-11-05 14:02:25,Stairs/RightEnd,18,3
ohohmickey (2),-80,2025-11-05 14:02:25,Stairs/RightEnd,18,3
NTUST,-78,2025-11-05 14:02:25,Stairs/RightEnd,18,3
T1-DT02,-78,2025-11-05 14:02:25,Stairs/RightEnd,18,3
Benben,-78,2025-11-05 14:02:25,Stairs/RightEnd,18,3
"""T1-202""",-77,2025-11-05 14:02:25,Stairs/RightEnd,18,3
NTUST.AD,-76,2025-11-05 14:02:25,Stairs/RightEnd,18,3
RB201,-74,2025-11-05 14:02:25,Stairs/RightEnd,18,3
RB201,-64,2025-11-05 14:02:25,Stairs/RightEnd,18,3
ASUS_70_2G,-73,2025-11-05 14:02:25,Stairs/RightEnd,18,3
T1-DT01,-71,2025-11-05 14:02:25,Stairs/RightEnd,18,3
NTUST-UAM,-98,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-98,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-96,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-93,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-92,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-91,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-87,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-85,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-80,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-75,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-72,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-64,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-95,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-94,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-87,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-82,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-80,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-76,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-74,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-63,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-95,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-94,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-87,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-82,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-80,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-76,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-74,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-63,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Hidden_Network,-98,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Hidden_Network,-98,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Hidden_Network,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Hidden_Network,-96,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Hidden_Network,-96,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Hidden_Network,-77,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Hidden_Network,-99,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-98,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-98,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-96,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-93,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-92,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-91,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-87,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-85,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-80,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-75,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-72,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-UAM,-64,2025-11-05 14:02:33,Stairs/RightEnd,19,3
éå¸çºçå°ä¿¡å¾ð¥°â¤ï¸,-98,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Atechoem,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Atechoem,-96,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Atechoem,-84,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-96,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-96,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-95,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-95,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-92,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-92,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-90,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-88,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-85,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-80,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-76,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-72,2025-11-05 14:02:33,Stairs/RightEnd,19,3
eduroam,-66,2025-11-05 14:02:33,Stairs/RightEnd,19,3
TR1102-3,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
TR1020_5G,-97,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Sparktech-Guest,-96,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Sparktech-Guest,-94,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Sparktech-Guest,-93,2025-11-05 14:02:33,Stairs/RightEnd,19,3
SparkOffice-WIFI,-95,2025-11-05 14:02:33,Stairs/RightEnd,19,3
SparkOffice-WIFI,-95,2025-11-05 14:02:33,Stairs/RightEnd,19,3
VEGA_Contral,-94,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Everfocus,-94,2025-11-05 14:02:33,Stairs/RightEnd,19,3
TR-1021_5G,-93,2025-11-05 14:02:33,Stairs/RightEnd,19,3
RB501,-93,2025-11-05 14:02:33,Stairs/RightEnd,19,3
RB501,-73,2025-11-05 14:02:33,Stairs/RightEnd,19,3
08çææ©,-93,2025-11-05 14:02:33,Stairs/RightEnd,19,3
PMCCLLab,-92,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NVCGAL,-92,2025-11-05 14:02:33,Stairs/RightEnd,19,3
T1-400,-92,2025-11-05 14:02:33,Stairs/RightEnd,19,3
BBA-1028,-91,2025-11-05 14:02:33,Stairs/RightEnd,19,3
BBA-1028,-72,2025-11-05 14:02:33,Stairs/RightEnd,19,3
meg1029_IoT,-91,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Siaomimo906,-90,2025-11-05 14:02:33,Stairs/RightEnd,19,3
CRESTRON-101,-90,2025-11-05 14:02:33,Stairs/RightEnd,19,3
SFOairport,-90,2025-11-05 14:02:33,Stairs/RightEnd,19,3
GIDLE401-1,-90,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Yie & Esther,-89,2025-11-05 14:02:33,Stairs/RightEnd,19,3
iHelper-Office,-89,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Yie Office,-89,2025-11-05 14:02:33,Stairs/RightEnd,19,3
TP-Link_FC52,-89,2025-11-05 14:02:33,Stairs/RightEnd,19,3
T1-DT01_5G,-89,2025-11-05 14:02:33,Stairs/RightEnd,19,3
ASUS,-89,2025-11-05 14:02:33,Stairs/RightEnd,19,3
YY,-88,2025-11-05 14:02:33,Stairs/RightEnd,19,3
OnyxWireless-GUEST,-88,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Wireless-LDAP,-88,2025-11-05 14:02:33,Stairs/RightEnd,19,3
OnyxWireless-Office,-88,2025-11-05 14:02:33,Stairs/RightEnd,19,3
DIRECT-96-HP M283 LaserJet,-88,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Hsieh Lab,-88,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Alan,-87,2025-11-05 14:02:33,Stairs/RightEnd,19,3
AEML_2.4G,-87,2025-11-05 14:02:33,Stairs/RightEnd,19,3
TR1020,-86,2025-11-05 14:02:33,Stairs/RightEnd,19,3
meg1029,-86,2025-11-05 14:02:33,Stairs/RightEnd,19,3
TR-1021,-84,2025-11-05 14:02:33,Stairs/RightEnd,19,3
RB-309,-84,2025-11-05 14:02:33,Stairs/RightEnd,19,3
ME-E1-1F,-83,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Benben_IoT,-83,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Benben_IoT,-69,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Benben-5G,-83,2025-11-05 14:02:33,Stairs/RightEnd,19,3
EML_EHP,-81,2025-11-05 14:02:33,Stairs/RightEnd,19,3
å§å¦å§å¦å°é­ä»,-81,2025-11-05 14:02:33,Stairs/RightEnd,19,3
ptt,-81,2025-11-05 14:02:33,Stairs/RightEnd,19,3
ptt,-80,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Ce2,-80,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST,-78,2025-11-05 14:02:33,Stairs/RightEnd,19,3
Benben,-78,2025-11-05 14:02:33,Stairs/RightEnd,19,3
RB201,-76,2025-11-05 14:02:33,Stairs/RightEnd,19,3
RB201,-64,2025-11-05 14:02:33,Stairs/RightEnd,19,3
"""T1-202""",-76,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST.AD,-76,2025-11-05 14:02:33,Stairs/RightEnd,19,3
WangOffice,-74,2025-11-05 14:02:33,Stairs/RightEnd,19,3
DIRECT-67-HP M283 LaserJet,-74,2025-11-05 14:02:33,Stairs/RightEnd,19,3
T1-DT02,-74,2025-11-05 14:02:33,Stairs/RightEnd,19,3
ASUS_70_2G,-73,2025-11-05 14:02:33,Stairs/RightEnd,19,3
T1-DT01,-71,2025-11-05 14:02:33,Stairs/RightEnd,19,3
ohohmickey (2),-59,2025-11-05 14:02:33,Stairs/RightEnd,19,3
NTUST-PEAP,-82,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-76,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-75,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-61,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-54,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-48,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-58,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-96,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-83,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-75,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-65,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-57,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-56,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-54,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-48,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
810-2_5G,-96,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
GIDLE401-1_5G,-96,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
eduroam,-96,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
eduroam,-82,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
eduroam,-75,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
eduroam,-71,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
eduroam,-70,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
eduroam,-61,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
eduroam,-58,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
eduroam,-48,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-96,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-83,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-75,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-65,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-57,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-56,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-54,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-UAM,-48,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
SparkOffice-WIFI,-93,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
Everfocus,-93,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
RB501,-93,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
Sparktech-Guest,-92,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
TR828_5G,-90,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
ð«â­ï¸â¨â¡ï¸ð«,-89,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
general_7006,-83,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-82,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-76,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-75,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-61,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-54,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-48,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-58,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
èæé²,-82,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
mcnlab,-78,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
CI3D,-72,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
DIRECT-0K-OPPO Pad 3,-72,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
Haha,-70,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
S24+,-68,2025-11-19 11:11:49,LaptopPriority/CurrentPeriodicals,0,4
NTUST-PEAP,-80,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-76,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-76,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-71,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-66,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-50,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-53,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-96,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-83,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-76,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-65,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-64,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-58,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-52,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-50,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
GIDLE401-1_5G,-96,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-96,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-83,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-76,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-65,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-64,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-58,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-52,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-UAM,-50,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
810-2_5G,-96,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
eduroam,-96,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
eduroam,-80,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
eduroam,-76,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
eduroam,-72,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
eduroam,-71,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
eduroam,-70,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
eduroam,-64,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
eduroam,-52,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
eduroam,-50,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
ð«â­ï¸â¨â¡ï¸ð«,-95,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
ROOM-810_ç°æ§,-95,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
SparkOffice-WIFI,-94,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
SparkOffice-WIFI,-93,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
Everfocus,-93,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
RB501,-93,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
Sparktech-Guest,-92,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
TR828_5G,-90,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
BBA-1028,-89,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
chiang_yu_da,-88,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
Yie Office,-87,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
èæé²,-87,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
Hidden_Network,-86,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
general_7006,-83,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
DIRECT-0K-OPPO Pad 3,-80,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-80,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-76,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-76,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-71,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-66,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-50,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-53,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
mcnlab,-78,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
CI3D,-72,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
Yie & Esther,-71,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
S24+,-68,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
Haha,-66,2025-11-19 11:11:55,LaptopPriority/CurrentPeriodicals,1,4
NTUST-PEAP,-85,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-PEAP,-81,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-PEAP,-80,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-PEAP,-78,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-PEAP,-76,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-PEAP,-62,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-PEAP,-61,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-PEAP,-54,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-PEAP,-53,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-PEAP,-83,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-96,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-86,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-83,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-81,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-81,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-76,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-65,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-64,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-62,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-53,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-53,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
TR1020_5G,-97,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
IB-811_5G,-96,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
GIDLE401-1_5G,-96,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
ð«â­ï¸â¨â¡ï¸ð«,-96,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-96,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-86,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-83,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-81,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-81,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-76,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-65,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-64,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-62,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-53,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
NTUST-UAM,-53,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-96,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-86,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-85,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-83,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-78,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-71,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-70,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-66,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-63,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-54,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
eduroam,-53,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
810-2_5G,-96,2025-11-19 11:12:02,LaptopPriority/CurrentPeriodicals,2,4
